id,area,roles,what_it_does,web_location,backing_routes,classification,mobile_treatment,phase,dependencies,risk,store_policy_note
EM-009,Email family,multi,22 templates in category recommendations,website/src/emails/templates/,website/src/lib/email/send.ts,Reused with modification,"Email unchanged. No push in v1: recommendations are the family most likely to make a user turn push off entirely, and turning push off costs the transactional pushes too.",P3,src/lib/email/categories.ts,Med,-
EM-010,Email family,multi,11 templates in category security,website/src/emails/templates/,website/src/lib/email/send.ts,Reused with modification,"Email is unchanged. Password reset and invite links become universal links that open the app when installed. This family is criticalAlwaysSend and never gets a preference toggle, so it never gets a push either: the email IS the channel.",P0,src/lib/email/categories.ts,HIGH,-
EM-011,Email family,multi,9 templates in category tips,website/src/emails/templates/,website/src/lib/email/send.ts,Reused with modification,Email unchanged. No push.,P3,src/lib/email/categories.ts,Low,-
NT-001,Notification kind,venue,An artist responded to a brief,src/lib/notifications.ts plus the route that creates it,/venue-portal/artwork-requests/{id},Improved or redesigned for the app,"PUSH, normal.",P3,notifications.idempotency_key; device_tokens (new),Med,-
NT-002,Notification kind,artist,A venue accepted your response,src/lib/notifications.ts plus the route that creates it,/artist-portal/artwork-requests/{id},Improved or redesigned for the app,"PUSH, high.",P3,notifications.idempotency_key; device_tokens (new),Med,-
NT-003,Notification kind,artist,A venue declined your response,src/lib/notifications.ts plus the route that creates it,/artist-portal/artwork-requests,Improved or redesigned for the app,"PUSH, low.",P3,notifications.idempotency_key; device_tokens (new),Low,-
NT-004,Notification kind,venue,A buyer paid to collect a work from this venue,src/lib/notifications.ts plus the route that creates it,/venue-portal/orders,Improved or redesigned for the app,"PUSH, high: someone is about to walk in.",P2,notifications.idempotency_key; device_tokens (new),HIGH,-
NT-005,Notification kind,counterparty,An offer or placement was countered,src/lib/notifications.ts plus the route that creates it,/placements/{id} or /offers,Improved or redesigned for the app,"PUSH, high: the money terms changed.",P2,notifications.idempotency_key; device_tokens (new),HIGH,-
NT-006,Notification kind,artist or venue,A new message in a conversation,src/lib/notifications.ts plus the route that creates it,/{portal}/messages?c={conversationId},Improved or redesigned for the app,"PUSH, high, collapsed per conversation, badge = unread conversations. This is what replaces the 8s and 15s polls.",P1,notifications.idempotency_key; device_tokens (new),HIGH,-
NT-007,Notification kind,buyer or artist,Order status advanced,src/lib/notifications.ts plus the route that creates it,/orders/{id},Improved or redesigned for the app,"PUSH, normal. Live Activity for the shipped-to-delivered leg is a P4 candidate.",P2,notifications.idempotency_key; device_tokens (new),Med,-
NT-008,Notification kind,both parties,A paid-loan subscription ended,src/lib/notifications.ts plus the route that creates it,/placements/{id},Improved or redesigned for the app,"PUSH, normal.",P2,notifications.idempotency_key; device_tokens (new),Med,-
NT-009,Notification kind,venue,A paid-loan invoice failed,src/lib/notifications.ts plus the route that creates it,/placements/{id},Improved or redesigned for the app,"PUSH, high: dunning.",P2,notifications.idempotency_key; device_tokens (new),HIGH,-
NT-010,Notification kind,both parties,A paid-loan monthly subscription began,src/lib/notifications.ts plus the route that creates it,/placements/{id},Improved or redesigned for the app,"PUSH, normal.",P2,notifications.idempotency_key; device_tokens (new),Med,-
NT-011,Notification kind,artist,A payout failed,src/lib/notifications.ts plus the route that creates it,/artist-portal/billing,Improved or redesigned for the app,"PUSH, high: it needs action.",P2,notifications.idempotency_key; device_tokens (new),HIGH,-
NT-012,Notification kind,artist or venue,A Stripe transfer settled,src/lib/notifications.ts plus the route that creates it,/artist-portal/billing or /venue-portal/orders,Improved or redesigned for the app,"PUSH, normal.",P2,notifications.idempotency_key; device_tokens (new),Med,-
NT-013,Notification kind,counterparty,A placement was cancelled,src/lib/notifications.ts plus the route that creates it,/placements/{id},Improved or redesigned for the app,"PUSH, high priority.",P1,notifications.idempotency_key; device_tokens (new),Med,-
NT-014,Notification kind,counterparty,Work collected from the venue,src/lib/notifications.ts plus the route that creates it,/placements/{id},Improved or redesigned for the app,"PUSH, normal.",P2,notifications.idempotency_key; device_tokens (new),Low,-
NT-015,Notification kind,both parties,Placement end date approaching (cron),src/lib/notifications.ts plus the route that creates it,/placements/{id},Improved or redesigned for the app,"PUSH, normal, quiet-hours deferred to 09:00 local.",P2,notifications.idempotency_key; device_tokens (new),Low,-
NT-016,Notification kind,counterparty,Work confirmed installed,src/lib/notifications.ts plus the route that creates it,/placements/{id},Improved or redesigned for the app,"PUSH, normal.",P1,notifications.idempotency_key; device_tokens (new),Med,-
NT-017,Notification kind,counterparty,A photo was added to the placement,src/lib/notifications.ts plus the route that creates it,/placements/{id},Improved or redesigned for the app,"PUSH, low, collapsible: one per placement per hour.",P2,notifications.idempotency_key; device_tokens (new),Low,-
NT-018,Notification kind,counterparty,The consignment record was countersigned,src/lib/notifications.ts plus the route that creates it,/placements/{id}/record,Improved or redesigned for the app,"PUSH, normal.",P2,notifications.idempotency_key; device_tokens (new),Low,-
NT-019,Notification kind,counterparty,A consignment record was created,src/lib/notifications.ts plus the route that creates it,/placements/{id}/record,Improved or redesigned for the app,"PUSH, high: it needs countersigning.",P2,notifications.idempotency_key; device_tokens (new),Med,-
NT-020,Notification kind,artist or venue,A new placement request arrived,src/lib/notifications.ts plus the route that creates it,/placements/{id},Improved or redesigned for the app,"PUSH, high priority. This is the number the app exists to move: time to respond to a placement request.",P1,notifications.idempotency_key; device_tokens (new),HIGH,-
NT-021,Notification kind,counterparty,"A placement stage advanced (accepted, scheduled, installed, live, collected)",src/lib/notifications.ts plus the route that creates it,/placements/{id},Improved or redesigned for the app,"PUSH, normal priority, one per stage, deduped on notifications.idempotency_key.",P1,notifications.idempotency_key; device_tokens (new),Med,-
NT-022,Notification kind,artist,A venue made a purchase offer with a seven-day expiry,src/lib/notifications.ts plus the route that creates it,/artist-portal/offers,Improved or redesigned for the app,"PUSH, high. Expiry makes it time-critical.",P2,notifications.idempotency_key; device_tokens (new),HIGH,-
NT-023,Notification kind,artist,Daily digest of QR scans (cron),src/lib/notifications.ts plus the route that creates it,/artist-portal/analytics,Improved or redesigned for the app,"PUSH, low, once a day at 09:00 local, collapsible. Only when the count is non-zero.",P2,notifications.idempotency_key; device_tokens (new),Low,-
NT-024,Notification kind,artist,A referral credited a 30-day fee-free window,src/lib/notifications.ts plus the route that creates it,/artist-portal/billing,Reused with modification,IN-APP ONLY on iOS for the same reason.,P3,notifications.idempotency_key; device_tokens (new),Med,Apple 3.1.1 and 3.1.3: a push that lands on a purchase surface is a call to action.
NT-025,Notification kind,artist,The fee-free window is ending (cron),src/lib/notifications.ts plus the route that creates it,/artist-portal/billing,Reused with modification,IN-APP ONLY on iOS.,P3,notifications.idempotency_key; device_tokens (new),Med,Apple 3.1.1 and 3.1.3: a push that lands on a purchase surface is a call to action.
NT-026,Notification kind,buyer and artist,A refund was approved,src/lib/notifications.ts plus the route that creates it,/customer-portal?order= or /artist-portal/orders,Improved or redesigned for the app,"PUSH, normal.",P2,notifications.idempotency_key; device_tokens (new),Med,-
NT-027,Notification kind,buyer,A refund was rejected,src/lib/notifications.ts plus the route that creates it,/customer-portal?order=,Improved or redesigned for the app,"PUSH, normal.",P2,notifications.idempotency_key; device_tokens (new),Med,-
NT-028,Notification kind,artist,A buyer requested a refund,src/lib/notifications.ts plus the route that creates it,/artist-portal/orders?id=,Improved or redesigned for the app,"PUSH, high, 14-day statutory clock.",P2,notifications.idempotency_key; device_tokens (new),HIGH,-
NT-029,Notification kind,both parties,Post-completion review requested (cron),src/lib/notifications.ts plus the route that creates it,/placements/{id}/review,Improved or redesigned for the app,"PUSH, low, quiet-hours deferred.",P3,notifications.idempotency_key; device_tokens (new),Low,-
NT-030,Notification kind,artist,A work sold,src/lib/notifications.ts plus the route that creates it,/artist-portal/orders,Improved or redesigned for the app,"PUSH, high, with a success haptic when the app is open. The single most motivating event in the product.",P1,notifications.idempotency_key; device_tokens (new),HIGH,-
NT-031,Notification kind,artist,A past_due subscription recovered,src/lib/notifications.ts plus the route that creates it,/artist-portal/billing,Reused with modification,"IN-APP ONLY on iOS, no push and no CTA, because it lands on a purchase surface. On Android the same, pending the owner decision in section 17.",P2,notifications.idempotency_key; device_tokens (new),HIGH,Apple 3.1.1 and 3.1.3: a push that lands on a purchase surface is a call to action.
FL-001,Feature flag,all,Artist blogs (currently off in prod),website/src/lib/feature-flags.ts,-,Intentionally excluded,"No blog surface in the app, so the app never reads this flag.",Web only,WP-N-CONFIG,Low,-
FL-002,Feature flag,all,"Subscription gating across publish, placements, outreach and /browse visibility (currently on in prod)",website/src/lib/feature-flags.ts,-,Reused with modification,Server-side enforcement is unchanged and is the real gate. The app reads its state from GET /api/me/subscription rather than from a build-time constant.,P0,WP-N-CONFIG,HIGH,-
FL-003,Feature flag,all,Google and Apple sign-in (currently off in prod),website/src/lib/feature-flags.ts,-,Reused with modification,"Remote config. Turning Google on obliges Sign in with Apple on iOS, so the two must flip together.",P2,WP-N-CONFIG,HIGH,-
FL-004,Feature flag,all,41 fictional seed artists and 21 seed venues shown with a Sample pill (currently on in prod),website/src/lib/feature-flags.ts,-,Reused with modification,"Remote config, and the single biggest store-review risk in the product. Section 15.5 recommends the seed catalogue is switched OFF for the reviewer build, or the pill is made unmissable, because 41 fictional artists reading as real content is exactly what a reviewer rejects under 4.2.2 and the metadata rules.",P0,WP-N-CONFIG,HIGH,-
FL-005,Feature flag,all,Kill switch for the visualiser (currently on in prod),website/src/lib/feature-flags.ts,-,Reused with modification,"A build-time NEXT_PUBLIC_* flag cannot gate an installed app. Every flag the app reads moves to the remote config document (WP-N-CONFIG), fetched on launch with a cached fallback, so a kill switch takes effect without a store release.",P0,WP-N-CONFIG,HIGH,-
XC-001,Auth,all,Bearer-token API auth: the Supabase access token is sent as Authorization: Bearer and validated per request with a GoTrue round trip,"src/lib/api-client.ts, src/lib/api-auth.ts",every authenticated route,Shared directly,"The app uses the identical model. No cookie session exists, so there is nothing web-specific to replace. The only change is where the token lives: Keychain and Android Keystore via a secure storage adapter passed to supabase-js, not AsyncStorage.",P0,-,HIGH,-
XC-002,Auth,all,PKCE and session refresh,src/lib/supabase.ts (default client options),GoTrue,Reused with modification,"supabase-js defaults to detectSessionInUrl, which is meaningless on native. The app sets flowType 'pkce', detectSessionInUrl false, and a secure storage adapter. Refresh continues in the background; a refresh failure signs the user out rather than leaving a zombie session.",P0,-,HIGH,-
XC-003,Auth,all,Biometric unlock,not present on web,-,Improved or redesigned for the app,"Face ID, Touch ID and BiometricPrompt gate access to the already-stored session. It is a local convenience only: it never becomes a server credential and never replaces the access token. Failing biometrics falls back to the passcode, then to sign-in.",P2,-,Med,-
XC-004,Auth,all,"Unconfirmed-email, pending, rejected, approved-not-paid and past_due states",src/components/PortalGuard.tsx,GET /api/account/roles; GET /api/artist-profile,Reused with modification,"All five states ship, as native screens rather than a guard wrapper. The approved-not-paid and past_due states are the compliance-sensitive ones: on iOS they explain the state and where it is resolved, with no purchase control and no link. See section 6.7.",P1,-,HIGH,Apple 3.1.1 and 3.1.3: these banners are calls to action today.
XC-005,Auth,all,Dual-role accounts: two production auth users own both an artist and a venue profile,src/components/PortalGuard.tsx; GET /api/account/roles,GET /api/account/roles,Improved or redesigned for the app,"The app models role as a switcher in the account sheet driven by ownRoles, not by user_metadata.user_type. Switching role swaps the tab bar without signing out, which the web cannot do. Separate accounts on the same email still require a sign-out, and the switcher says so.",P1,-,HIGH,-
XC-006,Auth,all,Role hint in user_metadata.user_type is navigation only; authority is profile ownership and the ADMIN_EMAILS or admin_users predicate,src/lib/auth-roles.ts; ADR 0008,GET /api/account/roles,Shared directly,"Unchanged, and the app must not tighten or loosen it. A device that guesses wrong about a role gets the wrong tabs, never the wrong data, because every route checks ownership itself.",P0,-,HIGH,-
XC-007,Money,all,"QR attribution chain: scan, signed 24h claim, localStorage, checkout verification, venue revenue share","src/app/api/qr/[slug]/route.ts, src/lib/qr-context.ts, src/lib/qr-attribution-token.ts",POST /api/checkout,Reused with modification,"Verified live on 2026-09-06: the redirect mints the va token and the browser stores it. The app replaces localStorage with secure storage under the same key semantics and the same 24h TTL, and passes the token to checkout unchanged. If this breaks, venues are silently paid nothing and nobody finds out.",P1,-,HIGH,-
XC-008,Money,all,QR_ATTRIBUTION_ENFORCE will one day refuse bare slugs,src/app/api/checkout/route.ts,POST /api/checkout,Shared directly,"The app must send the token, never the bare slug, from day one, so enabling enforcement later is a no-op for app traffic.",P1,-,Med,-
XC-009,Money,artist,"Flat 15% platform fee, zero during trial and during a referral fee-free window",src/lib/platform-fee.ts,webhook,Kept entirely in the shared backend,"Server-side, unchanged. The app displays the resolved rate from GET /api/me/subscription rather than computing it.",P2,-,Med,-
XC-010,Money,"artist,venue","Stripe Connect Express payouts with a 14-day hold, immediate for collection orders","src/lib/payouts/legs.ts, stripe_transfers",webhook; /api/stripe-connect/*,Kept entirely in the shared backend,Unchanged. Onboarding and the Express dashboard open Stripe-hosted pages in an in-app browser.,P2,-,Med,Payouts are not a purchase under either store's rules.
XC-011,Money,all,"Refunds inside a 14-day statutory window, disputes and chargebacks",src/lib/refunds/cancellation.ts,/api/refunds/*; /api/disputes,Kept entirely in the shared backend,Unchanged. Both flows get native screens; the policy stays server-side.,P2,-,Med,-
XC-012,Money,all,"cart_sessions is the data of record, keyed by the Stripe session id",src/lib/cart-sessions.ts,POST /api/checkout; webhook,Reused with modification,"On the native PaymentIntent path the key becomes the PaymentIntent id. The row is still written before payment and the webhook still books the order from it, never from the client.",P2,-,HIGH,-
XC-013,Money,artist,"Works cap 8/20/50, active placement cap 2/5/unlimited, outreach 7/15/30 per rolling week","src/lib/pricing.ts, src/lib/outreach-cap.ts",enforced per route,Kept entirely in the shared backend,"Enforced server-side, unchanged. The app renders the number BEFORE it bites (the ADR 0009 principle) on the Works list, the Spaces list and the placement request sheet.",P2,-,HIGH,The 402 copy is compliance-sensitive on iOS: it states the limit without offering a way to buy past it.
XC-014,Money,artist,"402 responses from works cap, placement cap, walls cap, visualiser quota and outreach cap",various routes,various,Reused with modification,"Handled by a single error interceptor that renders a native sheet. On iOS the sheet names the limit and the plan that lifts it and stops there; it carries no price, no button and no link.",P2,-,HIGH,Apple 3.1.1: today these render an UpgradePrompt with a CTA.
XC-015,Content,all,"Public projections: toPublicArtist, redactDemandVenue, coarsenCoordinates to 2dp, column-level REVOKE on PII","src/lib/db/public-artist.ts, src/lib/venue-visibility.ts, src/lib/geo-precision.ts, ADR 0004",every public read,Shared directly,"Every new mobile endpoint must apply the same projection. The anon key ships in the app binary, so the column REVOKEs on artist_profiles and venue_profiles remain the last line of defence and must not be relaxed for convenience.",P1,-,HIGH,-
XC-016,Content,all,Artwork image protection against long-press save and context menu,src/components/ (image components),-,Reused with modification,"Long-press save can be disabled on a native image view, and will be. Screenshots cannot be prevented on either platform, and the plan says so plainly rather than implying the app protects artists more than it can.",P2,-,Low,-
XC-017,Content,all,Sample pill on the 41 seed artists and 21 seed venues,"SEED_CATALOG flag, src/data/artists.ts, src/data/venues.ts",GET /api/browse-artists,Reused with modification,"Carried into the app, and made more prominent. See the SEED_CATALOG flag row: this is a store-review risk, not just a copy question.",P1,-,HIGH,4.2.2 and the App Review metadata rules: fictional catalogue content reads as a placeholder app.
XC-018,Content,all,Verified badge,components,-,Shared directly,Carried across unchanged.,P2,-,Low,-
XC-019,Content,"artist,venue","Block and report on conversations, moderation queue, appeal","/api/messages/block, /report, /api/moderation",those routes,Shared directly,"Both actions ship in v1 and must be reachable in at most two taps from any message. Apple 1.2 requires a method for filtering objectionable content, a mechanism to report it, the ability to block abusive users, and published contact information.",P1,-,HIGH,"Apple 1.2 is a rejection reason, not a nicety. Artworks and profiles have NO report path today; section 11.6 adds one before submission."
XC-020,Errors,all,A failed request is not an empty list: honest error states everywhere,"src/lib/api-client.ts (apiErrorMessage, isTransient)",-,Shared directly,"The convention carries over, and matters more on mobile where connections drop mid-scroll. Every list has four states: loading, empty, error with retry, and offline with cached content plus a staleness marker.",P1,-,HIGH,-
XC-021,Errors,all,"Error contract { error, message?, issues? }",src/lib/api-client.ts,every route,Shared directly,"The typed client generated from the zod schemas parses this shape once, so no screen re-implements it.",P0,-,Med,-
XC-022,Abuse,all,"Per-IP rate limiting, Upstash when configured and in-memory otherwise; Upstash is NOT set in production",src/lib/rate-limit.ts,every public route,Reused with modification,"Per-IP is actively wrong for mobile: carrier-grade NAT puts thousands of users behind one address, so one busy user rate-limits a city. Authenticated routes move to a per-user key and anonymous routes keep per-IP with a per-device-attestation fallback (WP-C-RATELIMIT). Upstash must be configured before launch or none of it is durable.",P1,-,HIGH,-
XC-023,Abuse,all,Cloudflare Turnstile on signup (secret NOT set in production),"signup pages, /api/auth/verify-turnstile",that route,Rebuilt specifically for mobile,"App Attest (iOS) and Play Integrity (Android) replace it, verified server-side by a new POST /api/auth/attest that fails closed exactly as the Turnstile route does.",P1,-,Med,-
XC-024,Config,all,NEXT_PUBLIC_FLAG_* flags inlined at build time; flipping one is a redeploy,src/lib/feature-flags.ts,-,Rebuilt specifically for mobile,"A shipped binary cannot be redeployed. WP-N-CONFIG adds GET /api/app/config returning flags, a minimum supported version, a maintenance flag and per-feature kill switches, cached with a 5-minute TTL and a bundled fallback so a config outage never bricks the app.",P0,-,HIGH,-
XC-025,Config,all,Minimum supported version and forced update,not present on web,-,Rebuilt specifically for mobile,"GET /api/app/config returns minSupportedBuild per platform. Below it, the app shows a blocking update screen with a store link. Above it but below latest, a dismissible prompt.",P0,WP-N-CONFIG,HIGH,Both stores permit a forced-update gate; neither permits blocking the app for any other reason.
XC-026,Config,all,API versioning and deprecation,not present on web,-,Rebuilt specifically for mobile,Every app request sends X-Wallplace-Client: ios|android and X-Wallplace-Build. Response shapes are additive-only for 90 days after a build stops being supported; a removal needs a minSupportedBuild bump first. The contract tests in section 13.3 are what hold this.,P0,-,HIGH,-
XC-027,Deep links,all,"Universal links and App Links from every email, QR label and Stripe return",102 distinct ${SITE} paths across src/emails and src/app/api,-,Rebuilt specifically for mobile,"apple-app-site-association and assetlinks.json are served from the Next app at /.well-known/, so the domain that already sends the emails is the domain that opens the app. Query parameters are preserved verbatim, and every destination is validated with the same safeRedirect the web uses. Full inventory in appendix B.",P1,-,HIGH,-
XC-028,Deep links,all,App-not-installed fallback,-,-,Shared directly,"A universal link that finds no app opens the web page, which already works. No interstitial, no smart banner on the link itself.",P1,-,Low,Apple rejects apps that block content behind an install prompt.
XC-029,Offline,all,Offline caching and drafts,not present on web,-,Rebuilt specifically for mobile,"Cached: browse feed page 1, saved items, own portfolio, conversation list and the last 50 messages per open thread, own placements. Queued: message sends, artwork image uploads, placement photo uploads. Never offline: checkout, subscription state, payouts, any 402 decision. Conflict rule from src/lib/current-artist-cache.ts: a confirmed write clears the cache, and a cached read is always marked with its age.",P3,-,Med,-
XC-030,Images,all,"Client-side resize to 2000px WebP, 10MB cap, upload straight to public Supabase buckets with owner insert policies","src/lib/upload.ts, src/lib/image.ts",Supabase Storage,Reused with modification,"Same caps, same buckets, same policies. Native adds HEIC transcoding, EXIF orientation correction and metadata stripping (which the browser canvas path gets for free and a native encoder does not), plus background upload with resumable retry.",P2,-,HIGH,-
XC-031,Images,all,Next Image optimisation for delivery,next.config.ts images config,-,Rebuilt specifically for mobile,"Next Image is web-only. The app cannot use it, and Supabase image transformations need a paid plan. Section 12.4 recommends generating three variants (thumb 400, card 800, detail 1600) at upload time with the sharp pipeline that already exists, stored beside the original, plus an on-device disk cache. This is the single largest data-volume decision in the app.",P2,-,HIGH,-
XC-032,Location,all,"Browse near me, spaces near me, remembered postcode and coordinates","src/app/(pages)/browse/page.tsx, src/components/PostcodeInput.tsx",GET /api/venues/demand,Reused with modification,"Core Location and the Android location APIs with when-in-use permission, primed at the moment the user taps Near me rather than at launch. The 2dp coarsening of published coordinates is server-side and must not be weakened to make the app's distance filter feel sharper.",P2,-,Med,Both stores require a purpose string that says what the location is for.
XC-033,Analytics,all,First-party analytics_events with a daily-rotating hashed visitor id from IP and user agent,src/lib/analytics.ts,POST /api/analytics/track,Reused with modification,"There is no meaningful IP or user agent to hash in an app. The app sends a daily-rotating install identifier it derives locally, never the IDFA or the Android advertising id, so ATT is not engaged.",P2,-,Med,App Tracking Transparency applies only to tracking across apps and websites owned by other companies. This is first-party and does not trigger it.
XC-034,Observability,all,No crash reporting or product analytics is installed anywhere today,-,-,Improved or redesigned for the app,"The app ships with crash reporting and release health from day one, because a crash on a stranger's Android device is invisible in a way a Vercel 500 is not. Section 24 names the tooling and the privacy declarations it forces.",P0,-,HIGH,Any SDK added must carry a signed privacy manifest and appear in the Play Data safety form.
XC-035,Accessibility,all,"44px minimum tap targets, enforced by an e2e test",tests/e2e,-,Shared directly,"Carried over, and raised to the platform minima (44pt iOS, 48dp Android). Dynamic Type and font scaling to at least 200%, VoiceOver and TalkBack labels on every control, reduced-motion respect, and the existing contrast tokens.",P1,-,Med,Both stores surface accessibility in review; neither rejects on it alone.
XC-036,Design,all,Light theme only; six Premium profile themes and label colour themes,"src/app/globals.css, src/lib/profile-themes.ts",-,Reused with modification,"Recommendation in section 9.6: ship light-only in v1, matching the web, and declare it. A dark mode that inverts an off-white gallery ground would fight the product's whole visual argument, and half-doing it is worse than not doing it. Raised to the owner in section 17.",P1,-,Med,Neither store requires dark mode.
XC-037,Design,all,Tailwind 4 tokens in globals.css,src/app/globals.css,-,Rebuilt specifically for mobile,"The palette becomes one generated token module consumed by both the web CSS variables and the app theme, so a colour is defined once. Section 4.7 gives the mechanism.",P0,-,Med,-
XC-038,Copy,all,"British English, no dashes as punctuation, programme not program",website/AGENTS.md,-,Shared directly,"Applies to every string in the app, including store listing copy, push notification bodies and permission purpose strings. A lint rule over the app's string catalogue enforces it the way the web enforces it.",P0,-,Low,-
XC-039,Data,all,"58 tables, about 20 service-role-only with RLS on and no policy, client grants revoked",docs/security/service-role-only-tables.md,-,Shared directly,"Unchanged. The device token table added in section 5.4 follows the same five-step pattern, including the known-acceptable.json entry that the nightly advisor job checks.",P1,-,HIGH,-
XC-040,Data,all,Migration numbering: production is ahead of every branch,tests/integration/migration-numbering.test.ts,-,Shared directly,"Verified 2026-09-06 via list_migrations: production's highest applied is 138_collection_size_tiers, with a duplicate-numbered 136_artist_profile_review_flow and a 137. Local highest file is 138. The first mobile migration claims 139 and every later one re-checks before it is named.",P1,-,HIGH,-
XC-041,Store,all,Reviewer accounts with meaningful data for each role,demo mode was removed 2026-09-02; the seed script is stale,-,Rebuilt specifically for mobile,"Three reviewer accounts (artist approved and subscribed, venue with a live placement, buyer with an order) with a scripted seed that is kept current. This is an owner deliverable with a real lead time, listed in section 18.",P4,-,HIGH,A reviewer who cannot get past a paywall or an approval queue rejects the app.
XC-042,Store,all,App Store and Play listing identity: the Stripe account and Vercel project are still named Wallspace,"Stripe acct_1TKnAGFKpqBQjvlK, Vercel project wallspace",-,Improved or redesigned for the app,"The app is Wallplace everywhere. The Stripe account display name and the Vercel project name are cosmetic and can stay, but the Stripe account name appears on card statements, so it should be changed before the first live charge. Owner action.",P4,-,Med,A statement descriptor that does not match the app name generates chargebacks.
